CustomerID,CustomerName,Gender,Age,Segment,City,State,Country,JoinDate,Email,Phone
1195,Mitesh Borah,Male,70,Retail,Pune,Maharashtra,India,2020-04-05,mitesh1195@gmail.com,6967897609
1196,Gayathri Sandhu,Female,22,Retail,Pune,Maharashtra,India,2022-09-20,gayathri1196@gmail.com,3192276075
1197,Ucchal Pandey,Female,56,Retail,Pune,Maharashtra,India,2020-07-25,ucchal1197@gmail.com,9431916543
1198,Hemani Kaul,Female,57,Wholesale,Ghaziabad,Uttar Pradesh,India,2019-08-10,hemani1198@gmail.com,0219150576
1199,Meghana Srinivasan,Female,21,Online,Kochi,Kerala,India,2018-08-09,meghana1199@gmail.com,0268764486
1200,Umang More,Male,46,Retail,Kolkata,West Bengal,India,2026-01-27,umang1200@gmail.com,6365604500
1201,Januja Singhal,Female,20,Corporate,Chennai,Tamil Nadu,India,2020-03-28,januja1201@gmail.com,9649692771
1202,Ranveer Kapoor,Male,28,Wholesale,Kochi,Kerala,India,2021-04-11,ranveer1202@gmail.com,0597025512
1203,Ishanvi Sandhu,Female,59,Retail,Ahmedabad,Gujarat,India,2021-02-04,ishanvi1203@gmail.com,1594898959
1204,Teerth Kota,Male,35,Corporate,Pune,Maharashtra,India,2021-01-31,teerth1204@gmail.com,4434414916
1205,Keya Kuruvilla,Female,43,Wholesale,Ghaziabad,Uttar Pradesh,India,2020-11-21,keya1205@gmail.com,4394640882
1206,Zashil Salvi,Male,23,Retail,Pune,Maharashtra,India,2019-08-21,zashil1206@gmail.com,3988941321
1207,Bhavani Ghose,Female,70,Retail,Noida,Uttar Pradesh,India,2019-07-11,bhavani1207@gmail.com,0754853465
1208,Dev Barad,Male,43,Wholesale,Indore,Madhya Pradesh,India,2020-08-16,dev1208@gmail.com,0449646129
1209,Ekta Parekh,Female,44,Retail,Hyderabad,Telangana,India,2019-06-15,ekta1209@gmail.com,1375658963
1210,Aarav Sani,Male,36,Retail,Patna,Bihar,India,2025-05-27,aarav1210@gmail.com,9931458434
1211,Brijesh Bora,Male,34,Corporate,Patna,Bihar,India,2020-06-10,brijesh1211@gmail.com,0342362203
1212,Hemani Lanka,Female,42,Wholesale,Indore,Madhya Pradesh,India,2022-01-02,hemani1212@gmail.com,1043796868
1213,Ekavir Mand,Male,67,Retail,Lucknow,Uttar Pradesh,India,2021-10-16,ekavir1213@gmail.com,2177417430
1214,Garima Kari,Female,19,Retail,Chandigarh,Chandigarh,India,2023-02-10,garima1214@gmail.com,0228946652
1215,Irya Deol,Female,42,Wholesale,Pune,Maharashtra,India,2022-12-21,irya1215@gmail.com,9302025691
1216,Advay Kanda,Male,69,Retail,Ahmedabad,Gujarat,India,2020-03-22,advay1216@gmail.com,6771167507
1217,Nisha Krish,Female,52,Retail,Patna,Bihar,India,2026-03-10,nisha1217@gmail.com,2453012398
1218,Amrita Kalita,Female,36,Retail,Ahmedabad,Gujarat,India,2020-11-06,amrita1218@gmail.com,0284719017
1219,Ati Prakash,Female,53,Online,Pune,Maharashtra,India,2019-01-16,ati1219@gmail.com,6487177546
1220,Libni Bedi,Female,40,Retail,Lucknow,Uttar Pradesh,India,2021-10-31,libni1220@gmail.com,8387272581
1221,Pavani Rajan,Female,65,Wholesale,Hyderabad,Telangana,India,2021-11-24,pavani1221@gmail.com,4823733791
1222,Caleb Batta,Male,65,Retail,Kolkata,West Bengal,India,2019-07-24,caleb1222@gmail.com,8035869017
1223,Isaiah Dora,Male,31,Retail,Surat,Gujarat,India,2021-07-18,isaiah1223@gmail.com,9994529517
1224,Yatin Rama,Male,40,Retail,Kochi,Kerala,India,2024-11-29,yatin1224@gmail.com,3387220542
1225,Raghav Nagi,Male,23,Wholesale,Nagpur,Maharashtra,India,2024-05-16,raghav1225@gmail.com,9633083344
1226,Yashasvi Venkataraman,Female,18,Corporate,Kochi,Kerala,India,2022-10-16,yashasvi1226@gmail.com,0470205968
1227,Girish Sem,Male,41,Wholesale,Kolkata,West Bengal,India,2022-10-09,girish1227@gmail.com,9266329563
1228,Vritti Nagar,Female,35,Retail,Chandigarh,Chandigarh,India,2025-04-22,vritti1228@gmail.com,2592061658
1229,Amrita Pillay,Female,32,Corporate,Ghaziabad,Uttar Pradesh,India,2023-06-02,amrita1229@gmail.com,2941156302
1230,Jackson Sarin,Male,51,Corporate,Mumbai,Maharashtra,India,2020-08-16,jackson1230@gmail.com,2629420661
1231,Pallavi Chatterjee,Female,20,Retail,Bhopal,Madhya Pradesh,India,2020-03-14,pallavi1231@gmail.com,1380049832
1232,Charvi Ghose,Female,47,Online,Hyderabad,Telangana,India,2025-03-13,charvi1232@gmail.com,5481582686
1233,Aarna Chawla,Female,62,Retail,Lucknow,Uttar Pradesh,India,2025-01-15,aarna1233@gmail.com,8548806442
1234,Zayan Tank,Male,55,Retail,Ghaziabad,Uttar Pradesh,India,2022-04-23,zayan1234@gmail.com,3585664641
1235,Neelima Gole,Female,34,Retail,Kochi,Kerala,India,2019-07-01,neelima1235@gmail.com,6221320410
1236,Zinal Kalla,Female,35,Retail,Ahmedabad,Gujarat,India,2025-04-25,zinal1236@gmail.com,4789117972
1237,Zansi Char,Female,29,Retail,Noida,Uttar Pradesh,India,2024-02-02,zansi1237@gmail.com,8318003666
1238,Aarnav Pall,Male,62,Corporate,Kanpur,Uttar Pradesh,India,2026-07-05,aarnav1238@gmail.com,2853863105
1239,Krisha Wagle,Female,35,Retail,Ghaziabad,Uttar Pradesh,India,2026-03-12,krisha1239@gmail.com,8058269299
1240,Tarak Gade,Male,61,Retail,Chandigarh,Chandigarh,India,2025-07-17,tarak1240@gmail.com,6332838963
1241,Zayyan Nayar,Male,69,Retail,Surat,Gujarat,India,2023-12-12,zayyan1241@gmail.com,8626713684
1242,Garima Tiwari,Female,30,Retail,Ghaziabad,Uttar Pradesh,India,2025-04-10,garima1242@gmail.com,3392188352
1243,Nicholas Bahri,Male,69,Retail,Kolkata,West Bengal,India,2021-12-31,nicholas1243@gmail.com,7610659208
1244,Bishakha Datta,Female,26,Online,Kolkata,West Bengal,India,2022-07-09,bishakha1244@gmail.com,6178159698
1245,Yadavi Gokhale,Female,37,Retail,Kolkata,West Bengal,India,2024-10-16,yadavi1245@gmail.com,2665686295
1246,Udarsh Jayaraman,Male,24,Wholesale,Ghaziabad,Uttar Pradesh,India,2021-03-02,udarsh1246@gmail.com,5539460742
1247,Krish Soman,Male,70,Retail,Chennai,Tamil Nadu,India,2019-10-05,krish1247@gmail.com,6941799670
1248,Mitesh Tank,Male,65,Retail,Indore,Madhya Pradesh,India,2020-09-17,mitesh1248@gmail.com,9946418398
1249,Keya Mani,Female,53,Wholesale,Noida,Uttar Pradesh,India,2025-09-06,keya1249@gmail.com,8536988164
1250,Mohini Mutti,Female,19,Retail,Noida,Uttar Pradesh,India,2018-08-18,mohini1250@gmail.com,8605210262
1251,Mohini Bhat,Female,30,Wholesale,Kochi,Kerala,India,2018-09-13,mohini1251@gmail.com,4845813088
1252,Nitesh Subramanian,Male,40,Retail,Jaipur,Rajasthan,India,2021-02-20,nitesh1252@gmail.com,9974185630
1253,Arunima Acharya,Female,23,Retail,Indore,Madhya Pradesh,India,2020-05-10,arunima1253@gmail.com,5661995305
1254,Inaya Sarma,Female,58,Online,Indore,Madhya Pradesh,India,2023-02-24,inaya1254@gmail.com,6790870187
1255,Daksh Jani,Male,44,Wholesale,Lucknow,Uttar Pradesh,India,2022-03-08,daksh1255@gmail.com,1034444299
1256,Pavani Sami,Female,23,Retail,Pune,Maharashtra,India,2023-04-19,pavani1256@gmail.com,5240622155
1257,Ekapad Murty,Male,38,Wholesale,Lucknow,Uttar Pradesh,India,2026-06-23,ekapad1257@gmail.com,2221905334
1258,Nikita Srinivasan,Female,59,Retail,Kochi,Kerala,India,2026-03-17,nikita1258@gmail.com,4845593965
1259,Nirja Ahuja,Female,65,Wholesale,Noida,Uttar Pradesh,India,2022-09-15,nirja1259@gmail.com,2455312900
1260,Chandani Bir,Female,28,Retail,Kanpur,Uttar Pradesh,India,2026-06-14,chandani1260@gmail.com,3277264883
1261,Naveen Nair,Male,64,Retail,Bengaluru,Karnataka,India,2020-01-01,naveen1261@gmail.com,9425251618
1262,Vanya Bhavsar,Female,31,Retail,Pune,Maharashtra,India,2019-01-05,vanya1262@gmail.com,0805491477
1263,Qadim Kala,Male,22,Online,Nagpur,Maharashtra,India,2021-07-30,qadim1263@gmail.com,4784171594
1264,Mohini Jani,Female,21,Retail,Bhopal,Madhya Pradesh,India,2018-11-09,mohini1264@gmail.com,3788033183
1265,Kashvi Verma,Female,66,Online,Patna,Bihar,India,2026-05-11,kashvi1265@gmail.com,6087882815
1266,Guneet Andra,Male,57,Retail,Surat,Gujarat,India,2020-12-21,guneet1266@gmail.com,2515217465
1267,Yashvi Bedi,Female,32,Retail,Jaipur,Rajasthan,India,2019-05-30,yashvi1267@gmail.com,5673446717
1268,Bhavini Mukherjee,Female,58,Retail,Indore,Madhya Pradesh,India,2020-06-15,bhavini1268@gmail.com,6299946645
1269,Andrew Choudhury,Male,20,Wholesale,Delhi,Delhi,India,2018-12-15,andrew1269@gmail.com,7390835211
1270,Mitali Garde,Female,47,Online,Kolkata,West Bengal,India,2024-01-30,mitali1270@gmail.com,6488499795
1271,Xalak Narasimhan,Female,46,Retail,Bhopal,Madhya Pradesh,India,2023-12-13,xalak1271@gmail.com,8281902217
1272,Ekapad Mistry,Male,56,Retail,Chandigarh,Chandigarh,India,2023-01-16,ekapad1272@gmail.com,9717059844
1273,Unnati Taneja,Female,58,Wholesale,Patna,Bihar,India,2025-01-05,unnati1273@gmail.com,8681123038
1274,Chaitaly Korpal,Female,48,Retail,Noida,Uttar Pradesh,India,2023-09-25,chaitaly1274@gmail.com,8145900992
1275,Qasim Mutti,Male,37,Retail,Indore,Madhya Pradesh,India,2019-10-21,qasim1275@gmail.com,6933515880
1276,Edhitha Rana,Female,37,Retail,Bengaluru,Karnataka,India,2018-09-19,edhitha1276@gmail.com,1939103829
1277,Owen Dara,Male,36,Retail,Noida,Uttar Pradesh,India,2020-08-13,owen1277@gmail.com,0908581810
1278,Mason Kala,Male,66,Retail,Kolkata,West Bengal,India,2024-08-16,mason1278@gmail.com,3615873662
1279,Sai Korpal,Male,69,Retail,Kanpur,Uttar Pradesh,India,2020-04-28,sai1279@gmail.com,3900585615
1280,Oliver Raju,Male,53,Retail,Delhi,Delhi,India,2025-07-10,oliver1280@gmail.com,3979255116
1281,Ekani Trivedi,Female,45,Retail,Bhopal,Madhya Pradesh,India,2026-04-18,ekani1281@gmail.com,7727028966
1282,Manbir Goel,Male,42,Retail,Ghaziabad,Uttar Pradesh,India,2022-12-24,manbir1282@gmail.com,6441610197
1283,Samarth Lanka,Male,58,Retail,Kanpur,Uttar Pradesh,India,2018-11-29,samarth1283@gmail.com,1038802730
1284,Ishita Sami,Female,59,Corporate,Jaipur,Rajasthan,India,2019-09-09,ishita1284@gmail.com,4447189395
1285,Anya Sahota,Female,30,Corporate,Kanpur,Uttar Pradesh,India,2022-10-04,anya1285@gmail.com,4909228849
1286,Parth Choudhury,Male,36,Retail,Bengaluru,Karnataka,India,2025-10-28,parth1286@gmail.com,5872717430
1287,Damyanti Rajagopal,Female,46,Retail,Kochi,Kerala,India,2025-09-07,damyanti1287@gmail.com,0343988187
1288,Rachita Vala,Female,38,Retail,Chennai,Tamil Nadu,India,2020-06-09,rachita1288@gmail.com,3647704130
1289,Owen Hans,Male,19,Retail,Bhopal,Madhya Pradesh,India,2022-11-27,owen1289@gmail.com,0282625420
1290,Brijesh Banerjee,Male,35,Retail,Jaipur,Rajasthan,India,2024-09-14,brijesh1290@gmail.com,7720441007
1291,Gauri Madan,Female,32,Retail,Delhi,Delhi,India,2021-09-14,gauri1291@gmail.com,8109794122
1292,Wazir Dora,Male,31,Retail,Kolkata,West Bengal,India,2024-11-16,wazir1292@gmail.com,4963225174
1293,Libni Kala,Female,41,Retail,Kolkata,West Bengal,India,2020-01-05,libni1293@gmail.com,1189003468
1294,Aryan Soman,Male,23,Corporate,Lucknow,Uttar Pradesh,India,2018-08-25,aryan1294@gmail.com,8672020095
1295,Bakhshi Patel,Male,35,Corporate,Mumbai,Maharashtra,India,2020-03-20,bakhshi1295@gmail.com,8900577950
1296,Ekansh Nath,Male,48,Retail,Bhopal,Madhya Pradesh,India,2025-05-02,ekansh1296@gmail.com,0739713072
1297,Sachi Barman,Female,18,Retail,Ghaziabad,Uttar Pradesh,India,2024-11-13,sachi1297@gmail.com,1672210454
1298,Fiyaz Biswas,Male,67,Online,Ghaziabad,Uttar Pradesh,India,2022-07-30,fiyaz1298@gmail.com,7443602344
1299,Chakradhar Ranganathan,Male,30,Retail,Mumbai,Maharashtra,India,2018-09-04,chakradhar1299@gmail.com,5239412094
1300,Raghav Bajaj,Male,60,Online,Patna,Bihar,India,2020-04-25,raghav1300@gmail.com,6551327617
1301,Ekani Madan,Female,61,Online,Ghaziabad,Uttar Pradesh,India,2021-06-24,ekani1301@gmail.com,9851602119
1302,Harinakshi Sani,Female,58,Corporate,Hyderabad,Telangana,India,2023-02-22,harinakshi1302@gmail.com,4986478686
1303,Ayushman Andra,Male,48,Wholesale,Surat,Gujarat,India,2022-10-20,ayushman1303@gmail.com,4740837819
1304,Madhav De,Male,21,Corporate,Noida,Uttar Pradesh,India,2019-04-11,madhav1304@gmail.com,4006983692
1305,Krish Uppal,Male,33,Wholesale,Nagpur,Maharashtra,India,2022-04-06,krish1305@gmail.com,7082139865
1306,Aarna Ganguly,Female,28,Corporate,Delhi,Delhi,India,2019-02-08,aarna1306@gmail.com,3720550330
1307,Jeet Manne,Male,68,Retail,Ghaziabad,Uttar Pradesh,India,2024-11-14,jeet1307@gmail.com,7391900889
1308,Daniel Ravi,Male,68,Wholesale,Chandigarh,Chandigarh,India,2025-05-03,daniel1308@gmail.com,0916923273
1309,Anthony Rama,Male,67,Retail,Noida,Uttar Pradesh,India,2018-08-15,anthony1309@gmail.com,4818674630
1310,Imaran Krish,Male,23,Wholesale,Kolkata,West Bengal,India,2022-03-30,imaran1310@gmail.com,1371181519
1311,Yamini Dhaliwal,Female,21,Retail,Mumbai,Maharashtra,India,2025-01-01,yamini1311@gmail.com,2034015353
1312,Udant Nagy,Male,68,Retail,Bhopal,Madhya Pradesh,India,2021-09-26,udant1312@gmail.com,4946672010
1313,Ekiya Zacharia,Female,38,Online,Ahmedabad,Gujarat,India,2026-04-16,ekiya1313@gmail.com,8223879402
1314,Yamini Boase,Female,64,Retail,Indore,Madhya Pradesh,India,2022-10-09,yamini1314@gmail.com,5273536423
1315,Nandini Chahal,Female,64,Retail,Noida,Uttar Pradesh,India,2019-11-26,nandini1315@gmail.com,8285181612
1316,Luke Rao,Male,63,Retail,Kolkata,West Bengal,India,2019-07-09,luke1316@gmail.com,0792304660
1317,Yutika Dhar,Female,62,Retail,Bhopal,Madhya Pradesh,India,2022-06-11,yutika1317@gmail.com,0123296151
1318,Abdul Tank,Male,40,Retail,Bhopal,Madhya Pradesh,India,2024-10-19,abdul1318@gmail.com,6534460422
1319,Sanaya Bakshi,Female,56,Online,Surat,Gujarat,India,2019-06-16,sanaya1319@gmail.com,5305734724
1320,Benjamin Swaminathan,Male,51,Retail,Pune,Maharashtra,India,2022-01-12,benjamin1320@gmail.com,2512726708
1321,Sudiksha Dua,Female,52,Retail,Surat,Gujarat,India,2025-10-29,sudiksha1321@gmail.com,4197687849
1322,Fariq Bhasin,Male,42,Corporate,Patna,Bihar,India,2023-12-25,fariq1322@gmail.com,5006184897
1323,Naksh Magar,Male,41,Corporate,Kochi,Kerala,India,2025-06-13,naksh1323@gmail.com,4046682121
1324,Finn Parikh,Male,64,Retail,Lucknow,Uttar Pradesh,India,2020-09-23,finn1324@gmail.com,0644111973
1325,Vedika Krish,Female,51,Wholesale,Chennai,Tamil Nadu,India,2018-07-26,vedika1325@gmail.com,3435948821
1326,Advay Ravel,Male,36,Retail,Kochi,Kerala,India,2021-12-28,advay1326@gmail.com,0511021254
1327,Krishna Balan,Female,24,Retail,Nagpur,Maharashtra,India,2019-07-22,krishna1327@gmail.com,0498603721
1328,Harrison Gade,Male,26,Retail,Mumbai,Maharashtra,India,2019-01-29,harrison1328@gmail.com,1978999011
1329,Manthan Soman,Male,24,Retail,Chennai,Tamil Nadu,India,2025-06-18,manthan1329@gmail.com,3171978601
1330,Zehaan Kuruvilla,Male,54,Wholesale,Mumbai,Maharashtra,India,2019-05-21,zehaan1330@gmail.com,7855011375
1331,Dipta Bajaj,Female,51,Wholesale,Kolkata,West Bengal,India,2022-07-26,dipta1331@gmail.com,8878072790
1332,Damyanti Sandhu,Female,41,Retail,Mumbai,Maharashtra,India,2018-10-12,damyanti1332@gmail.com,9722399647
1333,Xavier Nigam,Male,31,Wholesale,Delhi,Delhi,India,2025-09-02,xavier1333@gmail.com,0768102480
1334,Zashil Balay,Male,69,Wholesale,Indore,Madhya Pradesh,India,2018-09-02,zashil1334@gmail.com,4432362216
1335,Qushi Shah,Female,65,Online,Bhopal,Madhya Pradesh,India,2020-10-02,qushi1335@gmail.com,7067516913
1336,Oeshi Bhakta,Female,68,Corporate,Noida,Uttar Pradesh,India,2024-10-21,oeshi1336@gmail.com,6426107033
1337,Gaurangi Manda,Female,20,Corporate,Patna,Bihar,India,2025-10-06,gaurangi1337@gmail.com,1983924848
1338,Nidhi Chhabra,Female,31,Online,Pune,Maharashtra,India,2024-10-29,nidhi1338@gmail.com,9105302151
1339,Maanav Raval,Male,64,Retail,Nagpur,Maharashtra,India,2024-08-10,maanav1339@gmail.com,3953481105
1340,Ucchal Lad,Female,30,Retail,Chennai,Tamil Nadu,India,2025-01-31,ucchal1340@gmail.com,7896157385
1341,Udarsh Tailor,Male,58,Online,Chandigarh,Chandigarh,India,2021-05-07,udarsh1341@gmail.com,2395978155
1342,Vedhika Dyal,Female,67,Wholesale,Nagpur,Maharashtra,India,2020-06-23,vedhika1342@gmail.com,0244654677
1343,Vaishnavi Chaudry,Female,62,Wholesale,Indore,Madhya Pradesh,India,2018-10-11,vaishnavi1343@gmail.com,3087156478
1344,Chandran Sur,Male,68,Retail,Hyderabad,Telangana,India,2021-04-02,chandran1344@gmail.com,3802741485
1345,Gaurika Gera,Female,39,Wholesale,Patna,Bihar,India,2021-05-16,gaurika1345@gmail.com,6862728840
1346,Ekanta Anne,Female,38,Wholesale,Noida,Uttar Pradesh,India,2022-05-02,ekanta1346@gmail.com,3271353867
1347,Janani Wadhwa,Female,44,Corporate,Noida,Uttar Pradesh,India,2022-03-19,janani1347@gmail.com,9060488693
1348,Kamya Lad,Female,56,Retail,Lucknow,Uttar Pradesh,India,2018-08-06,kamya1348@gmail.com,0892739615
1349,Aayush Murthy,Male,67,Wholesale,Ghaziabad,Uttar Pradesh,India,2020-03-06,aayush1349@gmail.com,6707897755
1350,Amrita Khurana,Female,46,Retail,Noida,Uttar Pradesh,India,2025-08-13,amrita1350@gmail.com,2273627320
1351,Dalaja Cherian,Female,64,Retail,Delhi,Delhi,India,2025-01-09,dalaja1351@gmail.com,7576917162
1352,Deepa Mani,Female,19,Retail,Kochi,Kerala,India,2020-10-29,deepa1352@gmail.com,9830521690
1353,Amruta Gole,Female,37,Online,Delhi,Delhi,India,2024-11-24,amruta1353@gmail.com,9801426471
1354,Balendra Seshadri,Male,19,Corporate,Lucknow,Uttar Pradesh,India,2022-07-01,balendra1354@gmail.com,3163705004
1355,Triveni Shanker,Female,50,Wholesale,Bhopal,Madhya Pradesh,India,2020-02-09,triveni1355@gmail.com,4693172947
1356,Indrajit Bali,Male,20,Retail,Nagpur,Maharashtra,India,2024-11-07,indrajit1356@gmail.com,5402599851
1357,Devansh Shere,Male,34,Retail,Bengaluru,Karnataka,India,2024-07-04,devansh1357@gmail.com,7281291635
1358,Ayushman Dass,Male,34,Corporate,Ahmedabad,Gujarat,India,2025-08-11,ayushman1358@gmail.com,6765272845
1359,Rachit Bajaj,Male,43,Wholesale,Chandigarh,Chandigarh,India,2022-05-25,rachit1359@gmail.com,8864067560
1360,Charan Garg,Male,64,Retail,Pune,Maharashtra,India,2023-08-10,charan1360@gmail.com,2215439044
1361,Harini Dugar,Female,49,Corporate,Hyderabad,Telangana,India,2021-07-05,harini1361@gmail.com,3320235102
1362,Dakshesh Kara,Male,59,Retail,Kochi,Kerala,India,2021-06-02,dakshesh1362@gmail.com,5036988843
1363,Gautami Menon,Female,67,Retail,Pune,Maharashtra,India,2025-10-10,gautami1363@gmail.com,6296208059
1364,Lipika Madan,Female,70,Retail,Noida,Uttar Pradesh,India,2019-04-26,lipika1364@gmail.com,9075965999
1365,Jairaj Taneja,Male,65,Wholesale,Ahmedabad,Gujarat,India,2021-12-17,jairaj1365@gmail.com,1774954210
1366,Chakradhar Jani,Male,21,Retail,Ghaziabad,Uttar Pradesh,India,2026-03-20,chakradhar1366@gmail.com,5919226713
1367,Sai Dave,Male,52,Wholesale,Lucknow,Uttar Pradesh,India,2022-02-23,sai1367@gmail.com,7528646120
1368,Jyoti Bala,Female,62,Retail,Patna,Bihar,India,2018-08-02,jyoti1368@gmail.com,8452403211
1369,Abdul Nadkarni,Male,46,Corporate,Ghaziabad,Uttar Pradesh,India,2019-05-07,abdul1369@gmail.com,3219143087
1370,Kalpit Shukla,Male,45,Retail,Ahmedabad,Gujarat,India,2023-09-12,kalpit1370@gmail.com,5422188345
1371,Aarini Mittal,Female,26,Retail,Bengaluru,Karnataka,India,2025-02-09,aarini1371@gmail.com,7067693332
1372,Raagini Chandran,Female,65,Retail,Chandigarh,Chandigarh,India,2021-08-04,raagini1372@gmail.com,2578464085
1373,Harinakshi Nagi,Female,23,Retail,Surat,Gujarat,India,2024-06-30,harinakshi1373@gmail.com,7262084672
1374,Janaki Nagar,Female,66,Retail,Bengaluru,Karnataka,India,2024-10-25,janaki1374@gmail.com,1962822250
1375,Samaksh Ganguly,Male,43,Wholesale,Kolkata,West Bengal,India,2024-12-25,samaksh1375@gmail.com,7286394201
1376,Caleb Mani,Male,57,Online,Bhopal,Madhya Pradesh,India,2023-05-24,caleb1376@gmail.com,9009662702
1377,Onveer Ben,Male,22,Retail,Ahmedabad,Gujarat,India,2023-06-27,onveer1377@gmail.com,6321740039
1378,Krisha Prabhakar,Female,61,Online,Lucknow,Uttar Pradesh,India,2025-01-13,krisha1378@gmail.com,8922247119
1379,Shaurya Bail,Male,60,Retail,Nagpur,Maharashtra,India,2026-06-21,shaurya1379@gmail.com,7705646160
1380,Megha Kamdar,Female,30,Retail,Noida,Uttar Pradesh,India,2024-07-28,megha1380@gmail.com,0095372346
1381,Isaac Choudhry,Male,28,Online,Jaipur,Rajasthan,India,2020-04-17,isaac1381@gmail.com,6109441642
1382,Manya Mani,Female,27,Retail,Kochi,Kerala,India,2019-07-15,manya1382@gmail.com,7277685760
1383,Gautam Bath,Male,61,Retail,Chennai,Tamil Nadu,India,2025-07-05,gautam1383@gmail.com,6175518870
1384,Gabriel Mistry,Male,65,Retail,Nagpur,Maharashtra,India,2024-06-23,gabriel1384@gmail.com,0248374441
1385,Orinder Sangha,Male,18,Retail,Jaipur,Rajasthan,India,2025-03-10,orinder1385@gmail.com,3869479025
1386,Ranbir Devan,Male,46,Retail,Jaipur,Rajasthan,India,2022-02-06,ranbir1386@gmail.com,4723864100
1387,Nirja Subramaniam,Female,65,Retail,Chennai,Tamil Nadu,India,2024-11-09,nirja1387@gmail.com,2164359900
1388,Karan Sane,Male,51,Corporate,Bhopal,Madhya Pradesh,India,2018-12-21,karan1388@gmail.com,7614378844
1389,Riya Butala,Female,64,Online,Kochi,Kerala,India,2023-02-27,riya1389@gmail.com,5646726368
1390,Quincy Varughese,Male,55,Online,Ghaziabad,Uttar Pradesh,India,2024-11-23,quincy1390@gmail.com,0277291084
1391,Advaith Mannan,Male,28,Retail,Surat,Gujarat,India,2020-07-21,advaith1391@gmail.com,6605033746
1392,Agastya Randhawa,Male,35,Retail,Kochi,Kerala,India,2022-08-27,agastya1392@gmail.com,3067182226
1393,Banjeet Babu,Male,42,Wholesale,Pune,Maharashtra,India,2025-02-07,banjeet1393@gmail.com,8865385906
1394,Ishani Modi,Female,19,Retail,Nagpur,Maharashtra,India,2024-04-29,ishani1394@gmail.com,8987605504
1395,Vasatika Bhargava,Female,42,Retail,Ahmedabad,Gujarat,India,2020-10-11,vasatika1395@gmail.com,1867066320
1396,Warjas Handa,Male,49,Corporate,Lucknow,Uttar Pradesh,India,2025-06-07,warjas1396@gmail.com,8919827182
1397,Vincent Chana,Male,30,Retail,Hyderabad,Telangana,India,2022-06-09,vincent1397@gmail.com,8649426942
1398,Chameli Khanna,Female,63,Retail,Bhopal,Madhya Pradesh,India,2021-04-29,chameli1398@gmail.com,9014599670
1399,Onkar Yohannan,Male,37,Retail,Patna,Bihar,India,2022-04-13,onkar1399@gmail.com,0549824388
1400,Bishakha Shukla,Female,19,Retail,Hyderabad,Telangana,India,2024-09-16,bishakha1400@gmail.com,6780664315
1401,Sachi Krishnan,Female,58,Retail,Noida,Uttar Pradesh,India,2026-01-19,sachi1401@gmail.com,8150370170
1402,Anvi Sehgal,Female,58,Retail,Mumbai,Maharashtra,India,2026-01-11,anvi1402@gmail.com,3088081726
1403,Harita Minhas,Female,53,Online,Delhi,Delhi,India,2025-08-18,harita1403@gmail.com,8500728895
1404,Chaitanya Borra,Male,39,Corporate,Bengaluru,Karnataka,India,2022-02-09,chaitanya1404@gmail.com,6919612766
1405,Ekalinga Badal,Male,64,Retail,Pune,Maharashtra,India,2020-08-02,ekalinga1405@gmail.com,7026344435
1406,Oliver Vig,Male,33,Wholesale,Kanpur,Uttar Pradesh,India,2024-05-02,oliver1406@gmail.com,0120424253
1407,Garima Kapoor,Female,56,Retail,Jaipur,Rajasthan,India,2022-06-12,garima1407@gmail.com,3028497603
1408,Dominic Memon,Male,59,Retail,Chennai,Tamil Nadu,India,2020-08-09,dominic1408@gmail.com,5240553648
1409,Liam Babu,Male,37,Wholesale,Bengaluru,Karnataka,India,2020-08-12,liam1409@gmail.com,4882159773
1410,Samesh Doshi,Male,67,Retail,Kanpur,Uttar Pradesh,India,2020-03-23,samesh1410@gmail.com,3606679986
1411,Quincy Mukherjee,Male,22,Wholesale,Lucknow,Uttar Pradesh,India,2023-05-15,quincy1411@gmail.com,2204298622
1412,Abdul Rajagopalan,Male,38,Corporate,Hyderabad,Telangana,India,2022-02-03,abdul1412@gmail.com,1799623569
1413,Hritik Nagi,Male,66,Retail,Delhi,Delhi,India,2024-12-08,hritik1413@gmail.com,6887779256
1414,Lakshmi Vohra,Female,37,Retail,Kanpur,Uttar Pradesh,India,2020-01-06,lakshmi1414@gmail.com,8493153983
1415,Tamanna Anne,Female,67,Retail,Bengaluru,Karnataka,India,2018-10-18,tamanna1415@gmail.com,1440762914
1416,Ikbal Mital,Male,19,Corporate,Hyderabad,Telangana,India,2019-07-21,ikbal1416@gmail.com,3897528720
1417,Omisha Rajagopal,Female,54,Wholesale,Kochi,Kerala,India,2021-01-27,omisha1417@gmail.com,2405920823
1418,Tanay Sangha,Male,61,Retail,Ahmedabad,Gujarat,India,2023-09-21,tanay1418@gmail.com,9489629805
1419,Brijesh Som,Male,26,Retail,Kolkata,West Bengal,India,2024-02-25,brijesh1419@gmail.com,3079661869
1420,Aarini Mukherjee,Female,29,Corporate,Noida,Uttar Pradesh,India,2020-08-27,aarini1420@gmail.com,7412531379
1421,Ati Taneja,Female,26,Retail,Kolkata,West Bengal,India,2022-09-18,ati1421@gmail.com,3217503619
1422,Balendra Issac,Male,44,Corporate,Mumbai,Maharashtra,India,2022-12-07,balendra1422@gmail.com,3370342444
1423,Krishna Tak,Male,44,Retail,Surat,Gujarat,India,2022-03-19,krishna1423@gmail.com,7862351076
